index,name,n_rows,n_empty,empty_rate,n_distinct,n_distinct_nonempty,all_nonempty_match_decimal,all_nonempty_match_integer,min_decimal,max_decimal,n_negative,n_zero,n_with_leading_zero,n_with_leading_zero_any,min_len,max_len,is_constant,looks_unique,n_candidate_sentinel_values,top1_value,top1_count
65,tempmax_seas_hist_spring,62834,0,0.0,58857,58857,True,False,7.379859920000000,85.163902280000002,0,0,,0,17,18,False,False,0,53.247699740000002,4
66,tempmax_seas_rcp85_mid_spring,62834,0,0.0,58711,58711,True,False,10.847999570000001,89.788002010000000,0,0,,0,18,18,False,False,0,78.617103580000006,5
67,tempmax_seas_rcp85_end_spring,62834,0,0.0,58725,58725,True,False,15.355999949999999,93.886596679999997,0,0,,0,18,18,False,False,0,47.739299770000002,4
68,tempmax_seas_mid85_hist_sprin,62834,0,0.0,43460,43460,True,False,1.615049960000000,7.713280200000000,0,0,,0,17,17,False,False,0,4.085269930000000,8
69,tempmax_seas_end85_hist_sprin,62834,0,0.0,48943,48943,True,False,2.542949910000000,16.497499470000001,0,0,,0,17,18,False,False,0,7.834790230000000,7
70,tempmax_seas_hist_autum,62834,0,0.0,58225,58225,True,False,9.139209749999999,89.531997680000003,0,0,,0,17,18,False,False,0,59.926101680000002,5
71,tempmax_seas_rcp85_mid_autumn,62834,0,0.0,58265,58265,True,False,14.199199680000000,93.699996949999999,0,0,,0,18,18,False,False,0,64.323196409999994,5
72,tempmax_seas_rcp85_end_autumn,62834,0,0.0,58133,58133,True,False,18.212200159999998,97.969596859999996,0,0,,0,18,18,False,False,0,65.725601200000000,4
73,tempmax_seas_mid85_hist_autumn,62834,0,0.0,41963,41963,True,False,1.405480030000000,13.313799860000000,0,0,,0,17,18,False,False,0,4.356629850000000,11
74,tempmax_seas_end85_hist_autumn,62834,0,0.0,44673,44673,True,False,2.740590100000000,18.307300569999999,0,0,,0,17,18,False,False,0,9.080249790000000,8
75,tempminann_hist,62834,0,0.0,58389,58389,True,False,-0.950496970000000,76.644302370000005,2,0,,0,17,18,False,False,0,37.090198520000001,5
76,tempminann_rcp45_midc,62834,0,0.0,57890,57890,True,False,1.099390030000000,78.346702579999999,0,0,,0,17,18,False,False,0,39.283599850000002,7
77,tempminann_rcp45_endc,62834,0,0.0,57926,57926,True,False,2.817790030000000,79.025001529999997,0,0,,0,17,18,False,False,0,40.228000639999998,4
78,tempminann_rcp85_midc,62834,0,0.0,57947,57947,True,False,2.463589910000000,78.892303470000002,0,0,,0,17,18,False,False,0,40.585300449999998,5
79,tempminann_rcp85_endc,62834,0,0.0,57589,57589,True,False,7.852660180000000,81.783401490000003,0,0,,0,17,18,False,False,0,48.332298280000003,5
80,tempminann_mid45_hist,62834,0,0.0,44449,44449,True,False,-0.319427010000000,6.668479920000000,27,0,,0,17,18,False,False,0,1.634770040000000,8
81,tempminann_end45_hist,62834,0,0.0,48238,48238,True,False,1.701949950000000,9.889010430000001,0,0,,0,17,17,False,False,0,3.003940110000000,6
82,tempminann_mid85_hist,62834,0,0.0,43223,43223,True,False,1.034199950000000,9.677749629999999,0,0,,0,17,17,False,False,0,2.520649910000000,8
83,tempminann_end85_hist,62834,0,0.0,48592,48592,True,False,4.864520070000000,20.044099809999999,0,0,,0,17,18,False,False,0,10.210599900000000,7
84,tempminann_mid85_45,62834,0,0.0,43682,43682,True,False,-1.669540050000000,5.065030100000000,7124,1,,0,17,18,False,False,0,0.499603000000000,8
85,tempminann_end85_45,62834,0,0.0,44482,44482,True,False,1.650200010000000,12.724900249999999,0,0,,0,17,18,False,False,0,3.713649990000000,9
86,tempmin_seas_hist_winter,62834,0,0.0,59353,59353,True,False,-17.557300569999999,71.911300659999995,4196,0,,0,17,19,False,False,0,15.369299890000001,4
87,tempmin_seas_rcp85_midc_winter,62834,0,0.0,58782,58782,True,False,-10.637700080000000,73.621299739999998,1279,0,,0,17,19,False,False,0,22.501300810000000,4
88,tempmin_seas_rcp85_endc_winter,62834,0,0.0,57882,57882,True,False,-2.522389890000000,76.227600100000004,11,0,,0,17,18,False,False,0,28.816900250000000,5
89,tempmin_seas_mid85_hist_winter,62834,0,0.0,51264,51264,True,False,0.806231980000000,12.517600059999999,0,0,,0,17,18,False,False,0,3.623179910000000,8
90,tempmin_seas_end85_hist_winter,62834,0,0.0,53266,53266,True,False,3.931299920000000,28.632799150000000,0,0,,0,17,18,False,False,0,10.043899540000000,5
91,tempmin_seas_hist_summer,62834,0,0.0,57394,57394,True,False,16.852399830000000,83.625297549999999,0,0,,0,18,18,False,False,0,60.019100190000003,5
92,tempmin_seas_rcp85_mid_summer,62834,0,0.0,57093,57093,True,False,21.114299769999999,88.697898859999995,0,0,,0,18,18,False,False,0,62.250900270000002,5
93,tempmin_seas_rcp85_end_summer,62834,0,0.0,56765,56765,True,False,25.888299940000000,93.512496949999999,0,0,,0,18,18,False,False,0,65.114501950000005,5
94,tempmin_seas_mid85_hist_summer,62834,0,0.0,40632,40632,True,False,1.566540000000000,8.980500220000000,0,0,,0,17,17,False,False,0,4.864359860000000,10
95,tempmin_seas_end85_hist_summer,62834,0,0.0,36744,36744,True,False,2.678630110000000,15.117699620000000,0,0,,0,17,18,False,False,0,10.366800310000000,14
96,tempmin_seas_hist_spring,62834,0,0.0,58410,58410,True,False,-4.405529980000000,75.595596310000005,27,0,,0,17,18,False,False,0,39.418701169999999,5
97,tempmin_seas_rcp85_mid_spring,62834,0,0.0,58146,58146,True,False,-1.347429990000000,77.770301820000000,2,0,,0,17,18,False,False,0,37.938701629999997,4
98,tempmin_seas_rcp85_end_spring,62834,0,0.0,58130,58130,True,False,3.826829910000000,80.379402159999998,0,0,,0,17,18,False,False,0,59.381301880000002,6
99,tempmin_seas_mid85_hist_sprin,62834,0,0.0,38048,38048,True,False,2.172600030000000,9.156109810000000,0,0,,0,17,17,False,False,0,3.766720060000000,10
100,tempmin_seas_end85_hist_sprin,62834,0,0.0,47316,47316,True,False,4.742519860000000,19.531900409999999,0,0,,0,17,18,False,False,0,8.455410000000001,8
101,tempmin_seas_hist_autum,62834,0,0.0,58129,58129,True,False,-1.808580040000000,78.759201050000001,4,0,,0,17,18,False,False,0,40.271301270000002,4
102,tempmin_seas_rcp85_mid_autumn,62834,0,0.0,57817,57817,True,False,3.259380100000000,81.043403630000000,0,0,,0,17,18,False,False,0,53.909198760000002,5
103,tempmin_seas_rcp85_end_autumn,62834,0,0.0,57761,57761,True,False,7.122779850000000,84.240501399999999,0,0,,0,17,18,False,False,0,49.211299900000000,4
104,tempmin_seas_mid85_hist_autumn,62834,0,0.0,41735,41735,True,False,2.032140020000000,15.090700150000000,0,0,,0,17,18,False,False,0,4.660679820000000,10
105,tempmin_seas_end85_hist_autumn,62834,0,0.0,43912,43912,True,False,4.828879830000000,21.148399349999998,0,0,,0,17,18,False,False,0,10.519000050000001,11
106,X,62834,0,0.0,62834,62834,True,False,-172.955380810000008,-67.034262240000004,62834,0,,0,19,20,False,True,0,-100.000201630000007,1
107,Y,62834,0,0.0,62834,62834,True,False,24.973584720000002,70.175165050000004,0,0,,0,18,18,False,True,0,24.973584720000002,1
108,TRACTCE,62834,8,0.00012731960403603146,4689,4688,True,True,000100,990300,0,0,29467,29467,6,6,False,False,1,000100,6618
109,GEOID,62834,8,0.00012731960403603146,12941,12940,True,True,01001020300,56045951100,0,0,19074,19074,11,11,False,False,0,02290000100,877
110,NAME_1,62834,8,0.00012731960403603146,4689,4688,True,False,1,9903,0,0,,0,1,7,False,False,1,1,6618
111,NAMELSAD,62834,8,0.00012731960403603146,4689,4688,False,False,,,,,,0,14,20,False,False,0,Census Tract 1,6618
112,Percentage_of_the_population_65,62834,241,0.0038355030715854473,12582,12581,True,False,0.000000000000000,100.000000000000000,0,380,,0,17,19,False,False,1,17.017543860000000,877
113,Gini_Index_of_income_inequality,62834,241,0.0038355030715854473,2761,2760,True,False,0.040600000000000,0.802200000000000,0,0,,0,17,17,False,False,0,0.477900000000000,890
114,Pop_below_U_S__Census_poverty_l,62834,0,0.0,3016,3016,True,False,1.204819280000000,59.024706010000003,0,0,,0,17,18,False,False,0,23.211299019999998,2932
115,Percentage_of_housing_units_tha,62834,241,0.0038355030715854473,10876,10875,True,False,0.000000000000000,100.000000000000000,0,2889,,0,17,19,False,False,1,0.000000000000000,2889
116,Aggregate_Resilience_Indicator,62834,241,0.0038355030715854473,12838,12837,True,False,0.001170000000000,99.994144899999995,0,0,,0,17,18,False,False,0,96.447098800000006,877
117,Aggregate_Resilience_Indicator_,62834,0,0.0,1,1,True,True,-9,-9,62834,0,0,0,2,2,True,False,1,-9,62834
118,The_net_migration__internationa,62834,241,0.0038355030715854473,3060,3059,True,False,0.000000000000000,11.993620220000000,0,51,,0,17,18,False,False,0,1.320936430000000,2965
119,precipdaily_histmean_winter,62834,0,0.0,58956,58956,True,False,0.009570430000000,0.863123000000000,0,0,,0,17,17,False,False,0,0.110257000000000,5
120,precipdaily_mid85mean_winter,62834,0,0.0,59162,59162,True,False,0.009549290000000,1.121129990000000,0,0,,0,17,17,False,False,0,0.109651000000000,5
121,precipdaily_end85mean_winter,62834,0,0.0,59259,59259,True,False,0.010970900000000,1.249109980000000,0,0,,0,17,17,False,False,0,0.157529990000000,5
122,precipdaily_Dmid_mean_winter,62834,0,0.0,61617,61617,True,False,-0.048726000000000,0.284289990000000,22038,0,,0,17,18,False,False,0,0.010528100000000,4
123,precipdaily_Dend_mean_winter,62834,0,0.0,60939,60939,True,False,-0.062756600000000,0.385984000000000,14333,0,,0,17,18,False,False,0,0.011597900000000,4
124,precipdaily_Pmid_mean_winter,62834,0,0.0,61097,61097,True,False,-48.223701480000003,50.929698940000002,22038,0,,0,17,19,False,False,0,12.100899699999999,6
125,precipdaily_Pend_mean_winter,62834,0,0.0,60241,60241,True,False,-56.300701140000001,164.904998780000000,14333,0,,0,17,19,False,False,0,10.533499720000000,4
126,precipdaily_histmax_winter,62834,0,0.0,58999,58999,True,False,0.107359000000000,6.588590150000000,0,0,,0,17,17,False,False,0,1.222990040000000,4
127,precipdaily_mid85max_winter,62834,0,0.0,59125,59125,True,False,0.116542000000000,7.743330000000000,0,0,,0,17,17,False,False,0,1.008990050000000,4
128,precipdaily_end85max_winter,62834,0,0.0,59182,59182,True,False,0.136007000000000,7.959129810000000,0,0,,0,17,17,False,False,0,1.419929980000000,4
129,precipdaily_Dmid_max_winter,62834,0,0.0,61381,61381,True,False,-1.098160030000000,1.839400050000000,17348,0,,0,17,18,False,False,0,0.101808000000000,3
130,precipdaily_Dend_max_winter,62834,0,0.0,61050,61050,True,False,-1.330690030000000,2.903520110000000,12092,0,,0,17,18,False,False,0,0.014555500000000,3
131,precipdaily_Pmid_max_winter,62834,0,0.0,60968,60968,True,False,-47.425598139999998,99.261802669999994,17348,0,,0,17,19,False,False,0,11.361599920000000,4
132,precipdaily_Pend_max_winter,62834,0,0.0,60569,60569,True,False,-53.245700839999998,177.095993039999996,12092,0,,0,17,19,False,False,0,10.152199749999999,3
133,precipdaily_histmean_spring,62834,0,0.0,58818,58818,True,False,0.004520130000000,0.654845000000000,0,0,,0,17,17,False,False,0,0.105215000000000,6
134,precipdaily_mid85mean_spring,62834,0,0.0,56867,56867,True,False,0.004863900000000,0.792838990000000,0,0,,0,17,17,False,False,0,0.109185000000000,5
135,precipdaily_end85mean_spring,62834,0,0.0,57445,57445,True,False,0.002468110000000,0.879037980000000,0,0,,0,17,17,False,False,0,0.108066000000000,5
136,precipdaily_Dmid_mean_spring,62834,0,0.0,60407,60407,True,False,-0.032861100000000,0.137994010000000,7849,0,,0,17,18,False,False,0,0.023482200000000,5
137,precipdaily_Dend_mean_spring,62834,0,0.0,60603,60603,True,False,-0.078368500000000,0.224193010000000,9958,0,,0,17,18,False,False,0,0.021540300000000,4
138,precipdaily_Pmid_mean_spring,62834,0,0.0,59934,59934,True,False,-43.409599300000004,121.311996460000003,7849,0,,0,17,19,False,False,0,14.748200420000000,4
139,precipdaily_Pend_mean_spring,62834,0,0.0,60585,60585,True,False,-70.514701840000001,146.582992550000000,9958,0,,0,17,19,False,False,0,44.929798130000002,4
140,precipdaily_histmax_spring,62834,0,0.0,57039,57039,True,False,0.058804900000000,4.490149970000000,0,0,,0,17,17,False,False,0,1.147940040000000,5
141,precipdaily_mid85max_spring,62834,0,0.0,57520,57520,True,False,0.100672000000000,5.458189960000000,0,0,,0,17,17,False,False,0,1.427680020000000,5
142,precipdaily_end85max_spring,62834,0,0.0,57417,57417,True,False,0.108507000000000,6.011069770000000,0,0,,0,17,17,False,False,0,1.756109950000000,5
143,precipdaily_Dmid_max_spring,62834,0,0.0,60512,60512,True,False,-0.796692010000000,1.156110050000000,6410,0,,0,17,18,False,False,0,0.109327000000000,4
144,precipdaily_Dend_max_spring,62834,0,0.0,60785,60785,True,False,-0.920931990000000,1.970049980000000,7393,0,,0,17,18,False,False,0,0.205656010000000,4
145,precipdaily_Pmid_max_spring,62834,0,0.0,59812,59812,True,False,-40.884101870000002,160.251998899999990,6410,0,,0,17,19,False,False,0,13.748200420000000,4
146,precipdaily_Pend_max_spring,62834,0,0.0,60435,60435,True,False,-59.148200989999999,200.774993899999998,7393,0,,0,17,19,False,False,0,10.312000270000000,4
147,precipdaily_histmean_summer,62834,0,0.0,58784,58784,True,False,0.002210690000000,0.752789020000000,0,0,,0,17,17,False,False,0,0.101776000000000,4
148,precipdaily_mid85mea_summer,62834,0,0.0,59985,59985,True,False,0.000000000000000,0.953866000000000,0,5,,0,17,17,False,False,0,0.000000000000000,5
149,precipdaily_end85mea_summer,62834,0,0.0,58256,58256,True,False,0.001076340000000,0.961129010000000,0,0,,0,17,17,False,False,0,0.129454000000000,5
150,precipdaily_Dmid_mea_summer,62834,0,0.0,61793,61793,True,False,-0.277662990000000,0.201078000000000,40023,0,,0,17,18,False,False,0,-0.000058880000000,3
151,precipdaily_Dend_mea_summer,62834,0,0.0,60706,60706,True,False,-0.100665000000000,0.208341000000000,10407,0,,0,17,18,False,False,0,0.010660600000000,4
152,precipdaily_Pmid_mea_summer,62834,0,0.0,61635,61635,True,False,-100.000000000000000,43.643798830000001,40023,0,,0,17,20,False,False,0,-100.000000000000000,5
153,precipdaily_Pend_mea_summer,62834,0,0.0,59882,59882,True,False,-73.027397160000007,79.074996949999999,10407,0,,0,17,19,False,False,0,11.627900120000000,4
154,precipdaily_histmax_summer,62834,0,0.0,57484,57484,True,False,0.077097000000000,5.972179890000000,0,0,,0,17,17,False,False,0,1.348369960000000,5
155,precipdaily_mid85max_summer,62834,0,0.0,58378,58378,True,False,0.000000000000000,7.044950010000000,0,5,,0,17,17,False,False,0,0.000000000000000,5
156,precipdaily_end85max_summer,62834,0,0.0,57301,57301,True,False,0.034708400000000,7.919340130000000,0,0,,0,17,17,False,False,0,1.302940010000000,5
157,precipdaily_Dmid_max_summer,62834,0,0.0,61721,61721,True,False,-2.335069890000000,1.516340020000000,30395,0,,0,17,18,False,False,0,-0.028030400000000,3
158,precipdaily_Dend_max_summer,62834,0,0.0,61034,61034,True,False,-1.384349940000000,3.072730060000000,5808,0,,0,17,18,False,False,0,0.326175990000000,4
159,precipdaily_Pmid_max_summer,62834,0,0.0,61396,61396,True,False,-100.000000000000000,154.576995850000003,30395,0,,0,17,20,False,False,0,-100.000000000000000,5
160,precipdaily_Pend_max_summer,62834,0,0.0,60441,60441,True,False,-75.657798769999999,188.597000119999990,5808,0,,0,17,19,False,False,0,23.668800350000001,4
161,precipdaily_histmean_autumn,62834,0,0.0,60537,60537,True,False,0.007756820000000,1.130990030000000,0,0,,0,17,17,False,False,0,0.034483600000000,4
162,precipdaily_mid85mea_autumn,62834,0,0.0,60489,60489,True,False,0.007079260000000,1.192919970000000,0,0,,0,17,17,False,False,0,0.037720900000000,4
163,precipdaily_end85mea_autumn,62834,0,0.0,60474,60474,True,False,0.004367410000000,1.057909970000000,0,0,,0,17,17,False,False,0,0.033222800000000,4
164,precipdaily_Dmid_mea_autumn,62834,0,0.0,61200,61200,True,False,-0.058797700000000,0.111237000000000,15808,0,,0,17,18,False,False,0,-0.000227000000000,3
165,precipdaily_Dend_mea_autumn,62834,0,0.0,60912,60912,True,False,-0.143208000000000,0.208245990000000,13103,0,,0,17,18,False,False,0,0.010070400000000,6
166,precipdaily_Pmid_mea_autumn,62834,0,0.0,61029,61029,True,False,-32.485599520000001,96.638603209999999,15808,0,,0,17,19,False,False,0,10.974399569999999,4
167,precipdaily_Pend_mea_autumn,62834,0,0.0,61125,61125,True,False,-56.867698670000003,141.132995609999995,13103,0,,0,17,19,False,False,0,14.572799679999999,4
168,precipdaily_histmax_autumn,62834,0,0.0,57146,57146,True,False,0.149654000000000,7.325109960000000,0,0,,0,17,17,False,False,0,1.106549980000000,5
169,precipdaily_mid85max_autumn,62834,0,0.0,56757,56757,True,False,0.192848000000000,8.275850300000000,0,0,,0,17,17,False,False,0,1.485100030000000,5
170,precipdaily_end85max_autumn,62834,0,0.0,55609,55609,True,False,0.154042010000000,8.823160170000000,0,0,,0,17,17,False,False,0,1.280550000000000,5
